2023-12-07 09:13:47 : begin
2023-12-07 09:13:48 : DUT1 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:49 : DUT2 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:51 : DUT:1 ctrl : sw:"V23.11.01 (0010)" serial:203 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:13:51 : DUT:1 ctrl2: sw:"N/A" serial:0 hw: "N/A"
2023-12-07 09:13:59 : DUT:1 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:03 : DUT:1 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:04 : DUT:1 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:09 : DUT:1 slot: c  FT1        ver:" (mismatch)(card type)"
2023-12-07 09:14:14 : DUT:2 ctrl : sw:"V23.11.01 (0010)" serial:478 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:14:14 : DUT:2 ctrl2: sw:"V23.11.01 (0010)" serial:476 hw: "Ver.C"
2023-12-07 09:14:21 : DUT:2 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:24 : DUT:2 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:26 : DUT:2 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:32 : DUT:2 slot: b  FE1        ver:"V4.03.04 (0010), HW: G, FPGA: 09"
2023-12-07 09:19:37 : DUT 1 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:19:49 : DUT 2 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:22:35 : DUT 1 (AM3440_CCPA_Get_dpllStabdbyStatus_log)  InputStatus:Ooflos LockStatus:Unlock CalStatus:Normal InputSticky:Oof LockSticky:Lock CalSticky:Normal
2023-12-07 09:42:12 : DUT 2 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=61 Pri Eth1LinkStat=down Eth1RxSeqNum=0 Eth1RxSeqLos=0 Eth1RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:12 : DUT 2 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=61 Sec Eth2Linkstat=down Eth2RxSeqNum=0 Eth2RxSeqLos=0 Eth2RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:13 : DUT 1 (AM3440_CCPA_Get_PW_Working_Statist_log)  bid_idx=62 Pri Eth1LinkStat=up Eth1RxSeqNum=59572 Eth1RxSeqLos=0 Eth1RxJBLos=0 DiffDelay="24."
2023-12-07 09:42:13 : DUT 1 (AM3440_CCPA_Get_PW_Working_Statist_log)  bid_idx=62 Sec Eth2Linkstat=up Eth2RxSeqNum=59572 Eth2RxSeqLos=0 Eth2RxJBLos=0 DiffDelay="24."
2023-12-07 09:42:14 : DUT 2 (AM3440_CCPA_Get_PW_Working_Statist_log)  bid_idx=62 Pri Eth1LinkStat=up Eth1RxSeqNum=61027 Eth1RxSeqLos=0 Eth1RxJBLos=0 DiffDelay="20."
2023-12-07 09:42:14 : DUT 2 (AM3440_CCPA_Get_PW_Working_Statist_log)  bid_idx=62 Sec Eth2Linkstat=up Eth2RxSeqNum=61027 Eth2RxSeqLos=0 Eth2RxJBLos=0 DiffDelay="20."
2023-12-07 09:42:14 : DUT 1 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=62 Pri Eth1LinkStat=down Eth1RxSeqNum=0 Eth1RxSeqLos=0 Eth1RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:15 : DUT 1 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=62 Sec Eth2Linkstat=down Eth2RxSeqNum=0 Eth2RxSeqLos=0 Eth2RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:15 : DUT 2 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=62 Pri Eth1LinkStat=down Eth1RxSeqNum=0 Eth1RxSeqLos=0 Eth1RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:16 : DUT 2 (AM3440_CCPA_Get_PW_Standby_Statist_log)  bid_idx=62 Sec Eth2Linkstat=down Eth2RxSeqNum=0 Eth2RxSeqLos=0 Eth2RxJBLos=0 DiffDelay="na."
2023-12-07 09:42:17 : DUT1 AM3440_CCPA_Rs485Delay_Clear_Snmp
2023-12-07 09:42:27 : Check RS485 slot status on DUT 1 start
2023-12-07 09:42:27 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 1 slot C TXcount=30 RXcount=30 NoRXcount=0 TimeOutCount=0 AliveCount=30 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=ft1
2023-12-07 09:42:28 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 1 slot 3 TXcount=31 RXcount=31 NoRXcount=0 TimeOutCount=0 AliveCount=31 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-e1
2023-12-07 09:42:28 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 1 slot 4 TXcount=32 RXcount=32 NoRXcount=0 TimeOutCount=0 AliveCount=32 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-e1
2023-12-07 09:42:29 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 1 slot 7 TXcount=32 RXcount=32 NoRXcount=0 TimeOutCount=0 AliveCount=32 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-t1
2023-12-07 09:42:29 : Check RS485 slot status on DUT 1 end
2023-12-07 09:42:29 : (AM3440_CCPA_Get_Rs485_statist) DUT 1 Break=0 Framing=0 Parity=0 Overrun=0 FCSerror=0 Sliperr=0 Buffererror=0 CmdCounterror=0 CmdtooLong=0 Interrput=136 Record=24
2023-12-07 09:42:29 : DUT2 AM3440_CCPA_Rs485Delay_Clear_Snmp
2023-12-07 09:42:39 : Check RS485 slot status on DUT 2 start
2023-12-07 09:42:40 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 2 slot B TXcount=30 RXcount=30 NoRXcount=0 TimeOutCount=0 AliveCount=30 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=fe1
2023-12-07 09:42:40 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 2 slot 3 TXcount=31 RXcount=31 NoRXcount=0 TimeOutCount=0 AliveCount=31 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-e1
2023-12-07 09:42:41 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 2 slot 4 TXcount=32 RXcount=32 NoRXcount=0 TimeOutCount=0 AliveCount=32 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-e1
2023-12-07 09:42:41 : (AM3440_CCPA_rs485_get_statist_by_slot) DUT 2 slot 7 TXcount=33 RXcount=33 NoRXcount=0 TimeOutCount=0 AliveCount=33 NonAliveCount=0 OverSizeCount=0 InitCount=32 BadCMDCount=0 BadCMDNUM=0 SlotModel=quad-t1
2023-12-07 09:42:41 : Check RS485 slot status on DUT 2 end
2023-12-07 09:42:41 : (AM3440_CCPA_Get_Rs485_statist) DUT 2 Break=0 Framing=0 Parity=0 Overrun=0 FCSerror=0 Sliperr=0 Buffererror=0 CmdCounterror=0 CmdtooLong=0 Interrput=139 Record=26
2023-12-07 09:42:45 : tsi_in_out TEST Begin
2023-12-07 09:42:50 : PW bundle setting with frameE1CAS
2023-12-07 09:42:50 : Check PW bundle tsi data
2023-12-07 09:42:50 : --Round:1--
2023-12-07 09:43:16 :     TSI DATA TS:0 set outData=30 get inData=30 --pass
2023-12-07 09:43:17 :     TSI DATA TS:1 set outData=30 get inData=30 --pass
2023-12-07 09:43:19 :     TSI DATA TS:2 set outData=30 get inData=30 --pass
2023-12-07 09:43:21 :     TSI DATA TS:3 set outData=30 get inData=30 --pass
2023-12-07 09:43:23 :     TSI DATA TS:4 set outData=30 get inData=30 --pass
2023-12-07 09:43:24 :     TSI DATA TS:5 set outData=30 get inData=30 --pass
2023-12-07 09:43:26 :     TSI DATA TS:6 set outData=30 get inData=30 --pass
2023-12-07 09:43:28 :     TSI DATA TS:7 set outData=30 get inData=30 --pass
2023-12-07 09:43:30 :     TSI DATA TS:8 set outData=30 get inData=30 --pass
2023-12-07 09:43:31 :     TSI DATA TS:9 set outData=30 get inData=30 --pass
2023-12-07 09:43:33 :     TSI DATA TS:10 set outData=30 get inData=30 --pass
2023-12-07 09:43:35 :     TSI DATA TS:11 set outData=30 get inData=30 --pass
2023-12-07 09:43:37 :     TSI DATA TS:12 set outData=30 get inData=30 --pass
2023-12-07 09:43:38 :     TSI DATA TS:13 set outData=30 get inData=30 --pass
2023-12-07 09:43:40 :     TSI DATA TS:14 set outData=30 get inData=30 --pass
2023-12-07 09:43:42 :     TSI DATA TS:15 set outData=30 get inData=30 --pass
2023-12-07 09:43:44 :     TSI DATA TS:16 set outData=30 get inData=30 --pass
2023-12-07 09:43:45 :     TSI DATA TS:17 set outData=30 get inData=30 --pass
2023-12-07 09:43:47 :     TSI DATA TS:18 set outData=30 get inData=30 --pass
2023-12-07 09:43:49 :     TSI DATA TS:19 set outData=30 get inData=30 --pass
2023-12-07 09:43:50 :     TSI DATA TS:20 set outData=30 get inData=30 --pass
2023-12-07 09:43:52 :     TSI DATA TS:21 set outData=30 get inData=30 --pass
2023-12-07 09:43:54 :     TSI DATA TS:22 set outData=30 get inData=30 --pass
2023-12-07 09:43:56 :     TSI DATA TS:23 set outData=30 get inData=30 --pass
2023-12-07 09:43:57 :     TSI DATA TS:24 set outData=30 get inData=30 --pass
2023-12-07 09:43:59 :     TSI DATA TS:25 set outData=30 get inData=30 --pass
2023-12-07 09:44:01 :     TSI DATA TS:26 set outData=30 get inData=30 --pass
2023-12-07 09:44:03 :     TSI DATA TS:27 set outData=30 get inData=30 --pass
2023-12-07 09:44:04 :     TSI DATA TS:28 set outData=30 get inData=30 --pass
2023-12-07 09:44:06 :     TSI DATA TS:29 set outData=30 get inData=30 --pass
2023-12-07 09:44:06 : Check PW bundle tsi signalling
2023-12-07 09:44:06 : --Round:1--
2023-12-07 09:44:34 :     TSI CAS TS:0 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:36 :     TSI CAS TS:1 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:38 :     TSI CAS TS:2 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:41 :     TSI CAS TS:3 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:43 :     TSI CAS TS:4 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:45 :     TSI CAS TS:5 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:47 :     TSI CAS TS:6 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:50 :     TSI CAS TS:7 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:52 :     TSI CAS TS:8 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:54 :     TSI CAS TS:9 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:56 :     TSI CAS TS:10 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:44:58 :     TSI CAS TS:11 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:01 :     TSI CAS TS:12 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:03 :     TSI CAS TS:13 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:05 :     TSI CAS TS:14 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:07 :     TSI CAS TS:15 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:09 :     TSI CAS TS:16 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:12 :     TSI CAS TS:17 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:14 :     TSI CAS TS:18 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:16 :     TSI CAS TS:19 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:18 :     TSI CAS TS:20 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:21 :     TSI CAS TS:21 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:23 :     TSI CAS TS:22 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:25 :     TSI CAS TS:23 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:27 :     TSI CAS TS:24 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:29 :     TSI CAS TS:25 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:32 :     TSI CAS TS:26 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:34 :     TSI CAS TS:27 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:36 :     TSI CAS TS:28 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:38 :     TSI CAS TS:29 set outCAS=AA get inCAS=AA --pass
2023-12-07 09:45:40 :     TSI CAS TS:30 set outCAS=AA get inCAS=00 --pass
2023-12-07 09:45:43 :     TSI CAS TS:31 set outCAS=AA get inCAS=00 --pass
2023-12-07 09:45:51 : PW bundle setting with frameT1CAS
2023-12-07 09:45:51 : Check PW bundle tsi data
2023-12-07 09:45:51 : --Round:1--
2023-12-07 09:46:12 :     TSI DATA TS:0 set outData=30 get inData=30 --pass
2023-12-07 09:46:13 :     TSI DATA TS:1 set outData=30 get inData=30 --pass
2023-12-07 09:46:15 :     TSI DATA TS:2 set outData=30 get inData=30 --pass
2023-12-07 09:46:17 :     TSI DATA TS:3 set outData=30 get inData=30 --pass
2023-12-07 09:46:19 :     TSI DATA TS:4 set outData=30 get inData=30 --pass
2023-12-07 09:46:20 :     TSI DATA TS:5 set outData=30 get inData=30 --pass
2023-12-07 09:46:22 :     TSI DATA TS:6 set outData=30 get inData=30 --pass
2023-12-07 09:46:24 :     TSI DATA TS:7 set outData=30 get inData=30 --pass
2023-12-07 09:46:25 :     TSI DATA TS:8 set outData=30 get inData=30 --pass
2023-12-07 09:46:27 :     TSI DATA TS:9 set outData=30 get inData=30 --pass
2023-12-07 09:46:29 :     TSI DATA TS:10 set outData=30 get inData=30 --pass
2023-12-07 09:46:30 :     TSI DATA TS:11 set outData=30 get inData=30 --pass
2023-12-07 09:46:32 :     TSI DATA TS:12 set outData=30 get inData=30 --pass
2023-12-07 09:46:34 :     TSI DATA TS:13 set outData=30 get inData=30 --pass
2023-12-07 09:46:35 :     TSI DATA TS:14 set outData=30 get inData=30 --pass
2023-12-07 09:46:37 :     TSI DATA TS:15 set outData=30 get inData=30 --pass
2023-12-07 09:46:39 :     TSI DATA TS:16 set outData=30 get inData=30 --pass
2023-12-07 09:46:41 :     TSI DATA TS:17 set outData=30 get inData=30 --pass
2023-12-07 09:46:42 :     TSI DATA TS:18 set outData=30 get inData=30 --pass
2023-12-07 09:46:44 :     TSI DATA TS:19 set outData=30 get inData=30 --pass
2023-12-07 09:46:46 :     TSI DATA TS:20 set outData=30 get inData=30 --pass
2023-12-07 09:46:47 :     TSI DATA TS:21 set outData=30 get inData=30 --pass
2023-12-07 09:46:49 :     TSI DATA TS:22 set outData=30 get inData=30 --pass
2023-12-07 09:46:51 :     TSI DATA TS:23 set outData=30 get inData=30 --pass
2023-12-07 09:46:51 : Check PW bundle tsi signalling
2023-12-07 09:46:51 : --Round:1--
2023-12-07 09:47:12 :     TSI CAS TS:0 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:14 :     TSI CAS TS:1 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:16 :     TSI CAS TS:2 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:18 :     TSI CAS TS:3 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:21 :     TSI CAS TS:4 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:23 :     TSI CAS TS:5 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:25 :     TSI CAS TS:6 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:27 :     TSI CAS TS:7 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:30 :     TSI CAS TS:8 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:32 :     TSI CAS TS:9 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:34 :     TSI CAS TS:10 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:36 :     TSI CAS TS:11 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:38 :     TSI CAS TS:12 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:41 :     TSI CAS TS:13 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:43 :     TSI CAS TS:14 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:45 :     TSI CAS TS:15 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:47 :     TSI CAS TS:16 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:49 :     TSI CAS TS:17 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:52 :     TSI CAS TS:18 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:54 :     TSI CAS TS:19 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:56 :     TSI CAS TS:20 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:47:58 :     TSI CAS TS:21 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:48:00 :     TSI CAS TS:22 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:48:03 :     TSI CAS TS:23 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:48:08 : Current test card:QT1 cfg:D4
2023-12-07 09:48:12 : Check card tsi data
2023-12-07 09:48:12 : --Round:1--
2023-12-07 09:48:33 :     TSI DATA TS:1 set outData=10 get inData=10 --pass
2023-12-07 09:48:34 :     TSI DATA TS:2 set outData=10 get inData=10 --pass
2023-12-07 09:48:36 :     TSI DATA TS:3 set outData=10 get inData=10 --pass
2023-12-07 09:48:38 :     TSI DATA TS:4 set outData=10 get inData=10 --pass
2023-12-07 09:48:40 :     TSI DATA TS:5 set outData=10 get inData=11 --pass
2023-12-07 09:48:41 :     TSI DATA TS:6 set outData=10 get inData=10 --pass
2023-12-07 09:48:43 :     TSI DATA TS:7 set outData=10 get inData=10 --pass
2023-12-07 09:48:45 :     TSI DATA TS:8 set outData=10 get inData=10 --pass
2023-12-07 09:48:46 :     TSI DATA TS:9 set outData=10 get inData=10 --pass
2023-12-07 09:48:48 :     TSI DATA TS:10 set outData=10 get inData=10 --pass
2023-12-07 09:48:50 :     TSI DATA TS:11 set outData=10 get inData=10 --pass
2023-12-07 09:48:51 :     TSI DATA TS:12 set outData=10 get inData=10 --pass
2023-12-07 09:48:53 :     TSI DATA TS:13 set outData=10 get inData=10 --pass
2023-12-07 09:48:55 :     TSI DATA TS:14 set outData=10 get inData=10 --pass
2023-12-07 09:48:57 :     TSI DATA TS:15 set outData=10 get inData=11 --pass
2023-12-07 09:48:58 :     TSI DATA TS:16 set outData=10 get inData=10 --pass
2023-12-07 09:49:00 :     TSI DATA TS:17 set outData=10 get inData=10 --pass
2023-12-07 09:49:02 :     TSI DATA TS:18 set outData=10 get inData=10 --pass
2023-12-07 09:49:03 :     TSI DATA TS:19 set outData=10 get inData=11 --pass
2023-12-07 09:49:05 :     TSI DATA TS:20 set outData=10 get inData=10 --pass
2023-12-07 09:49:07 :     TSI DATA TS:21 set outData=10 get inData=11 --pass
2023-12-07 09:49:09 :     TSI DATA TS:22 set outData=10 get inData=10 --pass
2023-12-07 09:49:10 :     TSI DATA TS:23 set outData=10 get inData=10 --pass
2023-12-07 09:49:12 :     TSI DATA TS:24 set outData=10 get inData=10 --pass
2023-12-07 09:49:12 : Check card tsi signalling
2023-12-07 09:49:12 : --Round:1--
2023-12-07 09:49:33 :     TSI CAS TS:1 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:35 :     TSI CAS TS:2 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:38 :     TSI CAS TS:3 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:40 :     TSI CAS TS:4 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:42 :     TSI CAS TS:5 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:44 :     TSI CAS TS:6 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:47 :     TSI CAS TS:7 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:49 :     TSI CAS TS:8 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:51 :     TSI CAS TS:9 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:53 :     TSI CAS TS:10 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:55 :     TSI CAS TS:11 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:49:58 :     TSI CAS TS:12 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:00 :     TSI CAS TS:13 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:02 :     TSI CAS TS:14 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:04 :     TSI CAS TS:15 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:06 :     TSI CAS TS:16 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:09 :     TSI CAS TS:17 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:11 :     TSI CAS TS:18 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:13 :     TSI CAS TS:19 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:15 :     TSI CAS TS:20 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:18 :     TSI CAS TS:21 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:20 :     TSI CAS TS:22 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:22 :     TSI CAS TS:23 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:24 :     TSI CAS TS:24 set outCAS=55 get inCAS=55 --pass
2023-12-07 09:50:33 : Check cross connect tsi data
2023-12-07 09:50:33 : --Round:1--
2023-12-07 09:50:54 :     TSI DATA TS:0 set outData=20 get inData=20 --pass
2023-12-07 09:50:56 :     TSI DATA TS:1 set outData=20 get inData=20 --pass
2023-12-07 09:50:58 :     TSI DATA TS:2 set outData=20 get inData=20 --pass
2023-12-07 09:50:59 :     TSI DATA TS:3 set outData=20 get inData=20 --pass
2023-12-07 09:51:01 :     TSI DATA TS:4 set outData=20 get inData=20 --pass
2023-12-07 09:51:03 :     TSI DATA TS:5 set outData=20 get inData=20 --pass
2023-12-07 09:51:05 :     TSI DATA TS:6 set outData=20 get inData=20 --pass
2023-12-07 09:51:06 :     TSI DATA TS:7 set outData=20 get inData=20 --pass
2023-12-07 09:51:08 :     TSI DATA TS:8 set outData=20 get inData=20 --pass
2023-12-07 09:51:10 :     TSI DATA TS:9 set outData=20 get inData=20 --pass
2023-12-07 09:51:12 :     TSI DATA TS:10 set outData=20 get inData=20 --pass
2023-12-07 09:51:13 :     TSI DATA TS:11 set outData=20 get inData=20 --pass
2023-12-07 09:51:15 :     TSI DATA TS:12 set outData=20 get inData=20 --pass
2023-12-07 09:51:17 :     TSI DATA TS:13 set outData=20 get inData=20 --pass
2023-12-07 09:51:19 :     TSI DATA TS:14 set outData=20 get inData=20 --pass
2023-12-07 09:51:20 :     TSI DATA TS:15 set outData=20 get inData=20 --pass
2023-12-07 09:51:22 :     TSI DATA TS:16 set outData=20 get inData=20 --pass
2023-12-07 09:51:24 :     TSI DATA TS:17 set outData=20 get inData=20 --pass
2023-12-07 09:51:25 :     TSI DATA TS:18 set outData=20 get inData=20 --pass
2023-12-07 09:51:27 :     TSI DATA TS:19 set outData=20 get inData=20 --pass
2023-12-07 09:51:29 :     TSI DATA TS:20 set outData=20 get inData=20 --pass
2023-12-07 09:51:30 :     TSI DATA TS:21 set outData=20 get inData=20 --pass
2023-12-07 09:51:32 :     TSI DATA TS:22 set outData=20 get inData=20 --pass
2023-12-07 09:51:34 :     TSI DATA TS:23 set outData=20 get inData=20 --pass
2023-12-07 09:51:34 : Check cross connect tsi signalling
2023-12-07 09:51:34 : --Round:1--
2023-12-07 09:51:56 :     TSI CAS TS:0 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:51:58 :     TSI CAS TS:1 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:00 :     TSI CAS TS:2 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:02 :     TSI CAS TS:3 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:04 :     TSI CAS TS:4 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:07 :     TSI CAS TS:5 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:09 :     TSI CAS TS:6 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:11 :     TSI CAS TS:7 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:13 :     TSI CAS TS:8 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:15 :     TSI CAS TS:9 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:18 :     TSI CAS TS:10 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:20 :     TSI CAS TS:11 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:22 :     TSI CAS TS:12 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:24 :     TSI CAS TS:13 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:26 :     TSI CAS TS:14 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:29 :     TSI CAS TS:15 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:31 :     TSI CAS TS:16 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:33 :     TSI CAS TS:17 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:35 :     TSI CAS TS:18 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:37 :     TSI CAS TS:19 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:40 :     TSI CAS TS:20 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:42 :     TSI CAS TS:21 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:44 :     TSI CAS TS:22 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:46 :     TSI CAS TS:23 set outCAS=FF get inCAS=FF --pass
2023-12-07 09:52:54 : Current test card:QT1 cfg:ESF
2023-12-07 09:52:57 : Check card tsi data
2023-12-07 09:52:57 : --Round:1--
2023-12-07 09:53:18 :     TSI DATA TS:1 set outData=20 get inData=20 --pass
2023-12-07 09:53:20 :     TSI DATA TS:2 set outData=20 get inData=21 --pass
2023-12-07 09:53:21 :     TSI DATA TS:3 set outData=20 get inData=20 --pass
2023-12-07 09:53:23 :     TSI DATA TS:4 set outData=20 get inData=21 --pass
2023-12-07 09:53:25 :     TSI DATA TS:5 set outData=20 get inData=21 --pass
2023-12-07 09:53:26 :     TSI DATA TS:6 set outData=20 get inData=20 --pass
2023-12-07 09:53:28 :     TSI DATA TS:7 set outData=20 get inData=20 --pass
2023-12-07 09:53:30 :     TSI DATA TS:8 set outData=20 get inData=20 --pass
2023-12-07 09:53:32 :     TSI DATA TS:9 set outData=20 get inData=20 --pass
2023-12-07 09:53:33 :     TSI DATA TS:10 set outData=20 get inData=20 --pass
2023-12-07 09:53:35 :     TSI DATA TS:11 set outData=20 get inData=21 --pass
2023-12-07 09:53:37 :     TSI DATA TS:12 set outData=20 get inData=20 --pass
